id	filename	md5	size	state
4c164548-16d9-4241-b82f-fa712815129e	5943b9f4-fd43-46dc-8ebe-a0145e4ee7c3.htseq.counts.gz	9f9260c89da2e75c560c8d1899ecc2e3	255607	released
24799fef-5e6d-48b2-90f9-2ef807459d70	9d92a96c-a177-469d-b306-5f53aa2fa634.htseq.counts.gz	ac5a0f7eb5b39f8aeab22ab478fcdf0d	250744	released
eb51a950-af7b-4367-9dc1-d8ebab269521	ca223822-8759-42a7-8058-ccd90a02320f.htseq.counts.gz	6d24383f32b3ff3787079c95eb259678	253597	released
1e97e830-1923-494c-9091-9635b6eabaf9	b504f2d6-3354-4b56-9238-bf58fcf4185a.htseq.counts.gz	67e69420e799333d2d827cffb9e7d00a	251243	released
47bd5d86-a4a5-40d6-bd8e-43f043694b5c	3c8923de-0d68-4137-a5d9-657a77cac893.htseq.counts.gz	8900bd5b14816364c64cc79d550edca4	257387	released
f3919ba2-e5b5-4c51-8bb8-66db576e9d6a	f9365670-8213-4263-80aa-1718e6d05dc8.htseq.counts.gz	feed135f7afbeba86f3fc74af100571d	259817	released
1d04fa8a-42cc-49ab-bd10-3e0aed4a8507	9683e884-734f-4487-97e6-5ada5e3d3ebc.htseq.counts.gz	30e7055c71f5933f68ca1efe7be1c3a3	257652	released
e77d1732-cf5c-4bb0-a66c-c81ff6754f30	0786b089-8ed6-452e-b160-145e495f6862.htseq.counts.gz	61c337dfccce10e258169e4b484de36c	253244	released
5a440e74-1b65-4e07-8ab3-2ecc194e6d63	1be91780-e668-4261-bd65-ee03f2a5a1e7.htseq.counts.gz	d72381debf8571f3e4c67cab01ae8f11	255385	released
724831d2-78fd-45f6-8c6a-1df0bf819a61	c758cf60-68bc-4154-9d43-44339da29889.htseq.counts.gz	304a3271018d56c6ee7278c77b2d5810	253899	released
d6e21b6b-f661-4ba0-9674-5fcd5399d89b	2bb5a0f3-eaa6-4138-8bec-38c7c36c95fc.htseq.counts.gz	b8a48662c95d9ed7f4e906002713459d	246959	released
f82082b1-11e0-4bc1-9ef9-16261f45e3c8	41f067e1-7d50-448c-86fd-bdad3824b2ec.htseq.counts.gz	54831e41591025eb6bdbe70342c755a8	255965	released
7b13571e-39e9-49ee-bb30-8e98bd0ed352	0000772b-773d-4cf8-8baf-0e1e6dbf55e8.htseq.counts.gz	cb982a4b7d69124148e906979d018bd8	253773	released
9f488bc6-e787-460e-a5dc-2f17d8d15aa6	67418961-d894-42a9-ae6a-21f41e6ca9bf.htseq.counts.gz	de37bbd97b762ebefbd12906abd3df6e	255314	released
2f4f2019-6e59-4a2a-bc94-fc87f6386484	58364fa1-64c1-4f78-9776-1f2eda22a9b8.htseq.counts.gz	6d11dea0e7b5f32c9d64b27f3404ee36	254308	released
1f216230-17e0-4036-a216-9c0b122868ab	a8c7988b-3063-45b8-8ecd-5f8f91e9954d.htseq.counts.gz	6f018e15175316603925bab03457914b	258607	released
0fd54066-f760-4f88-b616-b85f3f6599cf	8f446b76-1d90-4ae6-9f05-db1a0e441ce0.htseq.counts.gz	c93819e1b6e48c939f8ab981093e34d6	249974	released
a701c037-dd24-489c-acda-0db9c6232006	5762891c-adc4-4d52-9927-2af194da03e1.htseq.counts.gz	0fde8b44c27ef9ac8f0993bdeb79edbd	254093	released
472330c6-aa00-493d-ad64-ab82fb42a92f	8a90ba95-4d75-415c-867c-dad5f14eadad.htseq.counts.gz	dea1f42289f5e4f5075955cb12b22a2a	252958	released
404fe012-11ca-415c-8e6a-178adcbc0358	220c7593-ae84-4db4-9ce5-c6372fd696e3.htseq.counts.gz	8866477783e04f3bfe004376a6f764ad	257711	released
3a74e5d3-48e7-4df9-85e1-dd02d1c804c1	257b1c80-203b-4cf0-9841-5a1242299270.htseq.counts.gz	a0f8593eefca6be2a03562e4acd90ac6	257762	released
5270f081-d5d7-4283-a14e-19ffbf35ec57	528dfb33-8225-469d-bd57-d1c5ec8991bb.htseq.counts.gz	6914a8262cbbffb765058e7ffb7ccc5b	257628	released
6837ec98-d430-4dae-a4d2-ae3d32c5f25f	ffd7b10e-8c0c-4aeb-81a0-b060108d57fa.htseq.counts.gz	8d5f5ba36bb62b9241005818c58ad5a4	257478	released
ddc86ba3-edaa-40ad-8417-a513674bab77	dea7fd8b-f6c6-4208-861f-0da8c0808074.htseq.counts.gz	b99e1b27916f56d3547a2a64cf1c9965	252085	released
83c3eaed-dcfa-4d36-af39-debcf8409927	456bf061-467d-4bd8-bf71-b0a54ef06dea.htseq.counts.gz	5208eb57681337fdeb7b07fa285c527d	256657	released
84921ead-190f-482c-95a3-42f4abf585bd	86a3c9bd-5095-4ef2-a676-7c29d9f4db4b.htseq.counts.gz	600a9064ba09787fbe70db1f733dc985	255637	released
6a42a680-cb0a-4626-b1d6-7b1a3052975c	906456e9-96d6-4be0-9d61-73647f6684d9.htseq.counts.gz	689c6814b1a658a168cbf23470a8d956	251972	released
1216fdbd-76aa-46a8-b5ee-5d1954677cd9	7487d66f-3ca5-4df9-ac9e-88f0af7838c3.htseq.counts.gz	afb3373ef79e4436a91ac88374a7ef8b	247293	released
0d6d6b05-990e-4ab1-8638-dbeab7110583	bb12bb45-2c4a-46dc-98dd-9acbe2a0c4ee.htseq.counts.gz	5fe1030fe29d3a65c4280a377c6c597b	248079	released
0df8b5bd-c320-454c-b3a2-f3e5f0351b69	54f95193-f419-44ce-b397-a67ef67786a4.htseq.counts.gz	adea3724ee8c58d25b2fc67e3afb6ac5	258351	released
00331c0a-23f0-4724-9c0f-5e37f971f26f	b2a6c9e3-65eb-43bd-849a-5829007379ab.htseq.counts.gz	19ae8fda8cd34b2017d32ceb60362b4e	259013	released
db17d43d-40e3-4fc3-9c3f-c01089b3521d	082418be-42c4-4717-95f4-755ed21d4366.htseq.counts.gz	d6f0edf284792e248ea288d8cdb8162f	255568	released
cba97a36-f1bc-480c-975a-a01a7ee98320	7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.htseq.counts.gz	e26049d66522b9d997d9263bb639a6b7	249889	released
2b765f41-5794-4857-8aae-bf9bd9e24580	de3f8e43-3f12-4905-ae6e-922d4147ee99.htseq.counts.gz	1d38ec0da8f273dc0638ccf9d12a2096	254527	released
5de22db2-4b3c-4df4-a63c-784b72b6205a	4533324a-901d-4c51-b653-706e25e59019.htseq.counts.gz	18299a27f8615ffbdc670f4c1eb05d0a	256385	released
e888b19a-05de-451b-8ec0-143daf4e8642	968ba83a-fbf6-45ca-b8a9-6543b30be443.htseq.counts.gz	d6802c5e36c8f60eb0df5c93c23d43f6	257360	released
038dae03-2315-4a62-a454-7a1062017b00	24d7f10a-ac34-4f7e-8424-d2fc0d32ac58.htseq.counts.gz	f18bb6e3f23e6925d558720cbed202ef	254268	released
deafec17-af55-4dd4-8231-ae49af1b4382	6de5c310-794b-4a9e-8777-0382a0584157.htseq.counts.gz	e0c3575a85b0fea00681141fae8cf8de	256324	released
1657dee0-dd38-4e2c-92e7-5caac19b9b97	e5ab04dc-af44-4a07-ad5c-d3845c91d7ef.htseq.counts.gz	02160297485e6c141bf3a0953f364c39	256193	released
d61055b3-2a21-45f6-a93d-4022db2198e8	d63d0968-a63b-4d2e-96e2-9ba2129d8288.htseq.counts.gz	dccb389aa905c9135c53c5ecc69c0349	254931	released
c354ea6a-ba4b-49d8-9a9c-a212b7d3f1bb	a503f57e-f9cc-405b-b68c-9c3b205e106f.htseq.counts.gz	54e8ed956a6cdaeb8d203d62184c27f8	255494	released
6f6bbffd-1eb4-4b0b-b8c5-068fe66d0734	ba65f95e-4a58-4378-925b-60f864c4f5de.htseq.counts.gz	9c26ac76c8a0996bb72a748df0e87a96	253376	released
d11fd8eb-be04-4a17-9878-6e10be101aee	258d40ba-4e39-4789-b997-cc4e828dda85.htseq.counts.gz	cdccd55df25e5d36ed882eb0c9fc115e	258842	released
597cd647-b4c9-4de5-ba39-1ed7336d9bd9	e4e0ed55-a9f4-4978-9aa5-7a6f892ebb53.htseq.counts.gz	01358ebacda9e26dc9784c4271d7dc05	248079	released
a4ff1982-e6e7-4fee-9ea4-a68122200339	5fa81a55-a556-4302-94ea-1249e51511f1.htseq.counts.gz	076f7771f4fe331de0f149d7b3968c3d	261796	released
6253a9c3-4b64-4339-b40b-43e40a511299	9e62a3e2-20f0-4de4-aec0-317369ce4798.htseq.counts.gz	ae3650ea0c7f3d4e5f4df202d39716e3	253989	released
5897e688-5f19-4cea-8402-0ece2d95c8fe	c91683f2-3388-434b-8207-c9b68ffc977d.htseq.counts.gz	596408aa71c05cfa285838d32b70685b	254858	released
73235c55-de02-47d7-9d22-affc39010524	07ad35fc-1e35-43b3-a252-193323d5e680.htseq.counts.gz	cd4929f81d113553f203ddcfd28bbe3c	252203	released
f7145906-96a0-4a8e-a148-032bbe563a93	c595d44f-7e4f-4ade-9c9a-87b44ccac393.htseq.counts.gz	9967e20771eaf2b24645ad9e94b334d8	254265	released
87ad9580-5a1f-4d7b-919e-dd5395cfc263	168e9550-9975-4230-847a-71d868d46fb6.htseq.counts.gz	0f3e71903ccb592ee633232d399ff6f1	256182	released
8392ccf7-ac4b-4264-9e80-860b77463e09	aa623193-428e-41b8-b051-2d9693d852f8.htseq.counts.gz	48cf02be38d465b5ce9587b07baa0af1	259222	released
f585f750-72db-4dca-94bb-29baaf3d1c89	a32c6a56-997e-46b6-8da9-fcfe24aafc08.htseq.counts.gz	a29b64d94fbb62e076d9bba47388fa3f	256173	released
fe6cf235-5518-4d77-ac26-6e760d77519e	be56acd5-8a0c-4891-9501-d386a4e2ccad.htseq.counts.gz	09b99fe1e11eb4bc8cda70d978999973	257195	released
b2bf9274-481c-4719-9984-a0649c7aeb1a	fd9be810-7e9e-4697-99b1-70a5c5901e07.htseq.counts.gz	77f82e8eef832fa2267f353440fbba57	257402	released
f465653a-fa3e-423c-b2d8-f8ba475b4467	e53f1c7e-2846-491a-9517-7215f4af2f74.htseq.counts.gz	7189fadf6ef1fa08a25d409aff3d1396	253822	released
a1f1f52f-9a63-44b2-8089-5cd62fc436aa	a6c37f79-63ef-47b6-8709-94ce7b88a1a8.htseq.counts.gz	314f0aa85462adaf91fb0302abfdfe58	257822	released
3998fb81-63fc-42e8-9d54-a5e739ba5030	987f148b-b2ba-4d97-a09a-20487b27051c.htseq.counts.gz	cda5d47f5c214fb5a3da98a353bdf2a9	243966	released
7c5cea56-6c69-43d5-88d4-7440f22fb66f	71857763-8175-4a80-8bf4-ebf3c5018151.htseq.counts.gz	b6ba2f955c628b7774539db4a61cc390	250951	released
654f6de3-73ac-4447-ab5a-75d7f9009096	4a0d9b7a-427c-4446-9fbd-ebb4b55b0469.htseq.counts.gz	0a0e2142e60228648933fab9556a195c	255957	released
5ea74db9-3738-4364-846d-49664cb29943	0632152a-63d4-422f-a105-de29b83e3523.htseq.counts.gz	36976b54347c54da3f70911af1d944cb	250989	released
8f9f1ba2-1b70-4953-8a60-2a6e65b25998	7354b3fd-3ab9-4ca6-92ab-deb63649cf60.htseq.counts.gz	e2a00e80249fc4571616d5301ed762d9	255302	released
f15562df-3109-41bf-8245-49ee63e78a4c	51f23908-2796-4c07-82a8-21b8a717f84e.htseq.counts.gz	090dbf73318e3e3823d13feea82d003b	256222	released
5bb779ce-ad42-4e24-956c-7dc46bb03b74	87e68da8-743f-40f7-8894-fb66e474bb61.htseq.counts.gz	3ba30dadff025586db5e6b03430e2fa8	253633	released
9f467d4f-a3bb-4bc7-b33f-d7a5be020894	ee409780-c7aa-455b-a74b-a7f41ce89b26.htseq.counts.gz	a36c73e88eef48aa35b3197304497c92	257900	released
fbe3f897-100f-4687-9f02-3b0be10aafbe	46ee3218-2a1f-4d44-8706-d44d7e4b980d.htseq.counts.gz	f0f59dba4d01875fe87fbc58807a1ab7	253697	released
8525eb14-c1a7-421d-86a3-93fac9ece99f	7e56863a-53f2-4c94-9cf0-053d72b4d5ee.htseq.counts.gz	717d7394c4c23003fbf8f4baed034cb9	253333	released
c6921a78-f687-46b5-9de7-0603a4a0e99c	29c4a2e1-2e48-4f4a-9ad6-9b0a7c04b8e9.htseq.counts.gz	1276927f62366695066349342e8ef9b3	252602	released
02bede57-6d7d-441f-9fb9-b4bb1c8d5f4d	ccd1ad3e-4220-41ff-b3a8-bead01b1eaf8.htseq.counts.gz	d29251214ef6092e757b029e11279396	256041	released
dbb5323c-de77-4792-ac3e-7af8628deafc	db106f15-9af2-4808-ab7b-d1ebb66a2954.htseq.counts.gz	8a1ccc3680be7783c26412a7a0dad1d0	257902	released
c4b6bfa4-25c1-4f4b-97cd-d7ede34e4a32	762e3c02-fbce-4778-8d79-8fa732fd399e.htseq.counts.gz	5930f12d3e0b6e6299b06948270f4d28	252273	released
50a29f86-924d-4a6b-97f8-d61624c20305	67d71120-1690-412a-82f3-9bc921ad6b07.htseq.counts.gz	37cd9bd700c831c69e2c08c61d496284	255645	released
8c960158-4d9b-4c19-a56b-a36159f4167b	8dc6012e-51fa-4750-85b3-0edd67a9266a.htseq.counts.gz	4c743e5bfcc0f758a1b8d83f077c745f	255787	released
1993c646-0fbf-4e60-834f-52a014656fd8	d464fbfd-a937-41d5-ae6c-e4ad47b25c07.htseq.counts.gz	4416f92a30dca41f38aaa33bdb614d43	256735	released
a8ebea86-3b3e-4e0d-839e-709c44c394a3	fd168f37-df3d-4cf2-881e-c90c61c95fdb.htseq.counts.gz	221f1c8c51dedd0eec1c528a5663dcda	257676	released
a1480e15-878f-4567-aae4-7c5b9db562f9	c7e9dae6-ed90-4736-8f84-387550fb8bff.htseq.counts.gz	232e2124ed51c3fbff49cf667bcf9cb8	252130	released
51a4996b-a291-40ae-a505-f15fdd23f35a	ee6beadb-79ab-4f2f-87cc-bba566e6bc24.htseq.counts.gz	510bad216b74b7c42222d4373cd1da4b	246714	released
d4ad7b84-4825-4294-b493-3d988711b515	0ca8f6dd-6ffc-416c-8f06-5dee152618a9.htseq.counts.gz	6985b529e43d464675892461911b4be4	258808	released
77493ac3-f3cd-4f51-b51e-8b71d4800429	15f84276-f2b1-42fe-af09-229a77b9ba1a.htseq.counts.gz	04abf1cba8e22ea7529fd2795de4ec29	254985	released
efe2e39e-1691-432f-ad7c-d6fc4e701349	133909c8-05bc-41ea-97aa-44eb699da75f.htseq.counts.gz	38a07f24227846096bc7aa628a8a42c7	250059	released
8e74de7e-b3d4-4e09-813a-6543c28fce10	87e0be4b-bc1a-4bc7-a744-6b960dbc0526.htseq.counts.gz	f9891a49e2f24d537ebd86c197e7b041	255227	released
52d90c10-4274-4d0d-b39a-3a735e02534a	100b82ea-7970-43e2-acc5-edd72dffeb5a.htseq.counts.gz	7030b3bdf36d14f093ea435c1edd56fb	255149	released
938d489d-2335-4f3b-a97a-9e9af031f865	76e8be2b-99c1-4e5d-97f1-f1829343d76a.htseq.counts.gz	6a9b136ec20e2ff5dffc5d6df2d166b2	254309	released
619084ad-480a-48d6-a5e9-50f6fd5d6176	c6e9cad6-fa27-439a-a5eb-eab1bc1c6a71.htseq.counts.gz	ad8d3822d60d8f873c520dfe2afd1e2f	255374	released
4a964ff3-50b5-445f-ace7-9dcbc329e326	fa43e80b-8b46-43d6-aaed-389cc4d535f6.htseq.counts.gz	c775758baf49d3024e6c807185a89fae	250215	released
20156e9e-d578-408e-a7ba-4e13ad596a3b	fa49537b-edee-4d4f-823d-b6c574d33900.htseq.counts.gz	6b79cab9c0336c138ca5042b62606d40	259142	released
62433b84-3721-4f6c-94a5-79edeb11a891	1287d36a-6a27-4e4e-a2f7-51727ac3cc0e.htseq.counts.gz	26e32ece38db546cc0dae73362d04b73	255986	released
99131e7b-2028-4048-86df-65491768abb0	6c60605b-a647-481e-976d-f2945740faf8.htseq.counts.gz	73a4ba85cfff38aec022e72b2d163bac	262211	released
0897a662-e35f-4a00-a75a-0321b8b2aa1c	e8816445-8476-4bdd-8f13-bb7f6d755b93.htseq.counts.gz	84500eba4a73c7964c99cc63ae2f115c	254223	released
21e09ba5-a1ec-47e6-a963-2b206d739e30	1e215a66-f961-4870-a370-4b945e1f7053.htseq.counts.gz	c328c55962de7dd49baa919fec9900eb	254337	released
c97b954e-b066-4983-bd3a-3b45955bce7e	3846d74d-423d-43c2-a33d-168456d67478.htseq.counts.gz	ca41ae8cda58ac38f89e26c4958edd7a	255467	released
ce412daa-a619-4c92-9b79-a8f91e4fb7ca	eeff4d01-f161-423f-9d6d-d2d31cc69047.htseq.counts.gz	659357365c5f9847e6d9b5ff68285072	255854	released
f7068edb-467a-4dc9-a2da-58696826d16b	c9719194-63d1-4e32-8ce4-7f0a62319025.htseq.counts.gz	92bb81764385f82b028e4afe73409ed4	250530	released
ab97b51a-501f-488e-a3fc-a90c1dacfabc	b7d3f454-f36e-4ad0-bb40-8728ca3b240d.htseq.counts.gz	9dfa695f03b5d145b8595b0e4ba39020	256722	released
815b41c0-6290-4764-8c43-80904a7670ca	d4675ebb-2444-4e2f-ade2-5c5af9882399.htseq.counts.gz	e3321c993de261d2e3f7402a5c184ab4	256040	released
7cdbaa5c-c793-4551-baee-dbdf8d911c74	47f0749e-01c7-4d8c-8926-06293c4a9b4e.htseq.counts.gz	661647c951958c2e6fcf26be53e44d0a	256954	released
66a55ab7-a18d-4a77-aceb-239578b9d5d1	8677d42c-aef1-444d-b9a2-0dbcced0e886.htseq.counts.gz	345eaf55fa4a10aee2ea794c961eac80	256131	released
6b114284-88ec-4bf9-ace4-2f20375cfc12	23393a6a-bfbc-4dec-9ab5-e78a487a095f.htseq.counts.gz	c95df0b22df39b8f7e5b3b72967e94cc	261274	released
24bd1725-7734-4560-9a77-eb73cd5c9ade	db03f5de-67a4-4503-9742-2ec13cd94ab7.htseq.counts.gz	baf3f50b4cebece9d5224a9ae12c54c6	258921	released
2b910e19-170e-4f6a-b5a5-6ff4c218aa41	446db9e9-d5aa-48ba-a84d-cf6a7d8f8fc4.htseq.counts.gz	c3356c1c9c843e76b6a9539db6f7551c	254470	released
e98c8870-af34-413d-8e20-1f81beed5e22	55ef3047-ebc1-4b33-be74-b94dcf38988f.htseq.counts.gz	8bde5ccdb1b64560c0f0a66dace9155e	255629	released
50b68ef7-9a94-4f28-adc3-48a9fc213f67	354bc895-1cf4-41d2-bf30-c52c21369fe2.htseq.counts.gz	95e9bf7ade5a58ad0ce3d314839dc225	259031	released
58b35c00-4ffa-4ada-9174-afdb7d328117	61af99a7-ead9-4107-9979-5a8ca85c2020.htseq.counts.gz	a0dcb4a9c9624cfed2145915121375f5	255212	released
54dbdf55-a610-4967-808a-7c4e36178595	ae53b898-c61d-4137-824a-104a4202299c.htseq.counts.gz	4d83e3d77f3237a1d6446594ff1ef7ca	250718	released
de2902c4-249e-427e-a267-4b4a34ec05c4	9d52a72f-06cb-4a2d-8aca-63ca74cbde70.htseq.counts.gz	9e38394ea6a83a6c7c4712f1bfe8992a	257951	released
312b2b31-a9b4-422c-b586-4b3ee6057cce	3a7a0c28-6d64-4f3e-bfa8-750d464b0b4a.htseq.counts.gz	3c9477a87b96f2b13629ee6e6a55d7e1	257580	released
16570afe-c5ea-4996-b6bd-11394e752987	9a005671-3d16-429c-a08f-c66c40d1d663.htseq.counts.gz	b9f4f567370e804d38af74abe5d941f7	255101	released
491671ea-a211-4594-bdbe-33fb85aa6b03	895c3465-8933-414f-a27c-83389d6f82ec.htseq.counts.gz	4e0ead9cf62e1e11612020dcdfe61594	254286	released
ed6d9b3b-bab4-466b-9238-6febe47cd076	009ff7e3-8bd3-4683-adf5-7b68a0859f35.htseq.counts.gz	5db41ea65b40ed5fee102988a580cd86	247462	released
