id	filename	md5	size	state
1269b8a7-602f-47a9-9f56-ce7ce93af7af	53391f19-8d23-4c37-a1d0-078d9879a056.htseq_counts.txt.gz	d09f7aa4773cd6fd005e74dd8c616cc7	252362	released
fbc5df59-45f1-4164-89cf-c3a004c13d64	cc2fa96e-63ec-4faf-86f5-bbd7b3f73c31.htseq_counts.txt.gz	4751912ec308b32f918190da0cf0a9d5	242349	released
9c14944a-86db-42d2-9737-64aee9458c13	d25e01ad-cc14-4cd6-804d-6b902675bc2d.htseq_counts.txt.gz	e014f69c32f8393249b4a56b47a7c39d	244888	released
21c570e2-7dda-4f57-a4fb-9721c5217123	a221f8e9-ccf8-4ec1-9051-21f88ad0feb7.htseq_counts.txt.gz	71eabf4dd6e8990542d9626d7e29be7a	241427	released
130ac064-f3c2-464e-b889-8c5ebd48e7e4	26921758-f436-45bf-bfbe-94f21d034bc1.htseq_counts.txt.gz	f2f7f1e0e453d077cd6fc0b1513e4f33	243680	released
c923d8b2-31f1-42da-8c38-c0761911c1e6	28ad88b4-8a46-4933-b0bc-7e1cbab5d431.htseq_counts.txt.gz	e60223fb2ef2d30266bc1e390024874a	244630	released
aefc0e89-e101-4776-b55f-42f8fb3a86b6	ea30a152-b23d-4a66-b8a8-e7fc0062ced4.htseq_counts.txt.gz	0afa7263259640f314408911089878c3	240960	released
582fd5c4-e522-4ce7-b2c7-f820a779ac4a	9d58abe2-e01f-42e9-889f-39db230a01d0.htseq_counts.txt.gz	e7a8d52fe054753cc3159491f697d387	243504	released
fa2721bd-5566-43d1-9f4e-072235a506c0	bd4693da-2c7f-4975-84ba-b6657df0a986.htseq_counts.txt.gz	ddf7c354a38a9e27e185f89ee8935121	243040	released
6ce1b44a-8388-449b-8dd2-5c3335c44b45	e07d0bb2-419a-4ec0-a3ea-ebd29cf84f27.htseq_counts.txt.gz	3f9a426811e0f6e972f16bec87c5929b	240970	released
ed5a7e09-a92e-4b86-9cb0-ff0e30898166	3c51ee13-a06c-48a5-9574-fc005c633b64.htseq_counts.txt.gz	9018cd97e64e95c3662245a0438f4eb7	252500	released
62849d69-0f5a-4869-90bf-36245d35625e	8964f897-3bab-4560-8aa0-d8cca25483d3.htseq_counts.txt.gz	0e6ed8d33c5c49915551f5b417c96e47	246775	released
efd1aabf-2e11-4e19-a2bd-18d854ccd4bf	411a3d83-a533-4595-aed5-e51f4d4d132a.htseq_counts.txt.gz	9d68247236a228f8853e97a79162f4eb	252240	released
dfa074ff-c500-43e3-8275-7267fe317904	9fb90ea9-f62f-4679-9986-276754187439.htseq_counts.txt.gz	8a2b3407f92794893b7fda80b8796e5e	242911	released
271c408b-ca7f-45bf-ae87-144c7f679591	2a770cb4-b1ee-459c-b102-3c6ce7b712b0.htseq_counts.txt.gz	fc898e2af388a7e626543bbc9a963b13	242550	released
5f51cb28-6774-4726-bb8e-829cc671f7cc	26b50288-ad59-4ec5-9d45-857338fa3488.htseq_counts.txt.gz	8af0af3df15f31c3aadc746f8508e417	241846	released
a97811c7-bd92-40b8-8ca8-433e04a0de81	4f9d02d4-b61d-443a-a112-c12a117b31f9.htseq_counts.txt.gz	3f7b3f602eeac51d0463c5d835547251	246216	released
88b46499-cdac-42cc-841c-728c4b3bc66e	bc6f902d-867f-47e5-abe9-aa317da57bb2.htseq_counts.txt.gz	91244737dd6c129346b0e0ab9ed9f83c	243468	released
48784b34-11ef-4c6f-a43a-27232d1b3bc2	e412589a-a34c-42d9-80dd-fcefd8edd03a.htseq_counts.txt.gz	68d36ba3fe7bb4100be12e06df21bc4a	244615	released
4392656a-f16e-4bf0-bd5b-7cdd2c520370	c224d644-0747-463a-a008-201b0e32471f.htseq_counts.txt.gz	2f2d872c060a03fff98fa95a8e20e2a0	243581	released
3a1b2c26-9d76-4180-8c24-0b1d1b4124c3	c2c4e9f6-a727-4350-839b-13a56234121a.htseq_counts.txt.gz	df92a51fb049079a90f5c16fe0f86514	243312	released
ef04ced4-d65e-475e-8d6b-71dbd858866b	e7235b05-3a43-4c3e-afa5-42e4cc049648.htseq_counts.txt.gz	a9c5f9671f6f184f2fc88f87f961b8db	244360	released
94910644-4dbb-4d7d-ab96-8ad205c3ad55	b08ebd6e-7db2-480f-943f-4f86dc36d875.htseq_counts.txt.gz	79b0284ce14ca66274b290580ef99046	241119	released
6d3a78e4-0443-49d7-aaac-6c53928853ff	656747dd-aa70-4f74-ad85-922bb53bbecb.htseq_counts.txt.gz	ffe6e46f92916958c6deb60e20369098	243977	released
e6529998-d929-4a2c-8c48-c0b7ad34fda3	5ee184d1-fe39-4ecc-a580-236e86112bca.htseq_counts.txt.gz	d1b7d4a408c09f4a2cbadbace0cf17a1	239740	released
60568ba1-098f-483b-b49c-fe0cb210abdc	0dd8e969-fe79-4419-9620-b88f53e0d464.htseq_counts.txt.gz	018e51200eb2594a4adca90446348add	241435	released
16dcce5a-7b3b-435e-840f-28a9f2829310	efdecda9-1d43-4e67-9efa-120a1cb65f3d.htseq_counts.txt.gz	277e6b8e374f93d2fd2dd699571eed80	240712	released
0ac2874f-730e-4807-ac79-bcd48ca40734	be85125c-0393-4761-97d2-df55f0d57a79.htseq_counts.txt.gz	837c419a4c8bbf59ca973f44a7b9ee30	242074	released
bc9ecb6e-283a-4fd8-8ed0-10115b5d0514	98cf4b53-f23b-4e77-bfd4-97dd8f223263.htseq_counts.txt.gz	ec7b494f010f3aab829a22a54ff73ae1	245109	released
a68e7eb9-e67d-444e-a429-11592ab91a51	58a186e8-ef21-4036-9ed2-8d1730f732ab.htseq_counts.txt.gz	681d78a983558d200c309e305bd945c3	244598	released
a130d707-5ec0-4621-abea-3926019a8e31	0265b1f3-c7f6-4c53-b4d4-076db3932623.htseq_counts.txt.gz	d45e3e9c584e446d613a6acd26c5932e	248619	released
